date,state,city,place_type,confirmed,deaths,order_for_place,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-04-20,MG,Abaeté,city,1,0,9,False,23237,3100203,4.30348,
2020-04-19,MG,Abaeté,city,1,0,8,False,23237,3100203,4.30348,
2020-04-18,MG,Abaeté,city,1,0,7,False,23237,3100203,4.30348,
2020-04-17,MG,Abaeté,city,1,0,6,False,23237,3100203,4.30348,
2020-04-16,MG,Abaeté,city,1,0,5,False,23237,3100203,4.30348,
2020-04-15,MG,Abaeté,city,1,0,4,False,23237,3100203,4.30348,
2020-04-14,MG,Abaeté,city,1,0,3,False,23237,3100203,4.30348,
2020-04-13,MG,Abaeté,city,1,0,2,False,23237,3100203,4.30348,
2020-04-12,MG,Abaeté,city,1,0,1,False,23237,3100203,4.30348,
2020-04-29,MG,Alfenas,city,3,0,30,True,79996,3101607,3.75019,
2020-04-28,MG,Alfenas,city,3,0,29,False,79996,3101607,3.75019,
2020-04-27,MG,Alfenas,city,3,0,28,False,79996,3101607,3.75019,
2020-04-26,MG,Alfenas,city,3,0,27,False,79996,3101607,3.75019,
2020-04-25,MG,Alfenas,city,2,0,26,False,79996,3101607,2.50013,
2020-04-24,MG,Alfenas,city,2,0,25,False,79996,3101607,2.50013,
2020-04-23,MG,Alfenas,city,2,0,24,False,79996,3101607,2.50013,
2020-04-22,MG,Alfenas,city,2,0,23,False,79996,3101607,2.50013,
2020-04-21,MG,Alfenas,city,2,0,22,False,79996,3101607,2.50013,
2020-04-20,MG,Alfenas,city,2,0,21,False,79996,3101607,2.50013,
2020-04-19,MG,Alfenas,city,2,0,20,False,79996,3101607,2.50013,
2020-04-18,MG,Alfenas,city,2,0,19,False,79996,3101607,2.50013,
2020-04-17,MG,Alfenas,city,2,0,18,False,79996,3101607,2.50013,
2020-04-16,MG,Alfenas,city,2,0,17,False,79996,3101607,2.50013,
2020-04-15,MG,Alfenas,city,1,0,16,False,79996,3101607,1.25006,
2020-04-14,MG,Alfenas,city,1,0,15,False,79996,3101607,1.25006,
2020-04-13,MG,Alfenas,city,1,0,14,False,79996,3101607,1.25006,
2020-04-12,MG,Alfenas,city,1,0,13,False,79996,3101607,1.25006,
2020-04-11,MG,Alfenas,city,1,0,12,False,79996,3101607,1.25006,
2020-04-10,MG,Alfenas,city,1,0,11,False,79996,3101607,1.25006,
2020-04-09,MG,Alfenas,city,1,0,10,False,79996,3101607,1.25006,
2020-04-08,MG,Alfenas,city,1,0,9,False,79996,3101607,1.25006,
2020-04-07,MG,Alfenas,city,1,0,8,False,79996,3101607,1.25006,
2020-04-06,MG,Alfenas,city,1,0,7,False,79996,3101607,1.25006,
2020-04-05,MG,Alfenas,city,1,0,6,False,79996,3101607,1.25006,
2020-04-04,MG,Alfenas,city,1,0,5,False,79996,3101607,1.25006,
2020-04-03,MG,Alfenas,city,1,0,4,False,79996,3101607,1.25006,
2020-04-02,MG,Alfenas,city,1,0,3,False,79996,3101607,1.25006,
2020-04-01,MG,Alfenas,city,1,0,2,False,79996,3101607,1.25006,
2020-03-31,MG,Alfenas,city,1,0,1,False,79996,3101607,1.25006,
2020-04-29,MG,Almenara,city,5,0,15,True,41896,3101706,11.93431,
2020-04-28,MG,Almenara,city,5,0,14,False,41896,3101706,11.93431,
2020-04-27,MG,Almenara,city,5,0,13,False,41896,3101706,11.93431,
2020-04-26,MG,Almenara,city,5,0,12,False,41896,3101706,11.93431,
2020-04-25,MG,Almenara,city,5,0,11,False,41896,3101706,11.93431,
2020-04-24,MG,Almenara,city,2,0,10,False,41896,3101706,4.77373,
2020-04-23,MG,Almenara,city,2,0,9,False,41896,3101706,4.77373,
2020-04-22,MG,Almenara,city,2,0,8,False,41896,3101706,4.77373,
2020-04-21,MG,Almenara,city,2,0,7,False,41896,3101706,4.77373,
2020-04-20,MG,Almenara,city,2,0,6,False,41896,3101706,4.77373,
2020-04-19,MG,Almenara,city,2,0,5,False,41896,3101706,4.77373,
2020-04-18,MG,Almenara,city,1,0,4,False,41896,3101706,2.38686,
2020-04-17,MG,Almenara,city,1,0,3,False,41896,3101706,2.38686,
2020-04-16,MG,Almenara,city,1,0,2,False,41896,3101706,2.38686,
2020-04-15,MG,Almenara,city,1,0,1,False,41896,3101706,2.38686,
2020-04-29,MG,Alpercata,city,1,0,22,True,7424,3101805,13.46983,
2020-04-28,MG,Alpercata,city,1,0,21,False,7424,3101805,13.46983,
2020-04-27,MG,Alpercata,city,1,0,20,False,7424,3101805,13.46983,
2020-04-26,MG,Alpercata,city,1,0,19,False,7424,3101805,13.46983,
2020-04-25,MG,Alpercata,city,1,0,18,False,7424,3101805,13.46983,
2020-04-24,MG,Alpercata,city,1,0,17,False,7424,3101805,13.46983,
2020-04-23,MG,Alpercata,city,1,0,16,False,7424,3101805,13.46983,
2020-04-22,MG,Alpercata,city,1,0,15,False,7424,3101805,13.46983,
2020-04-21,MG,Alpercata,city,1,0,14,False,7424,3101805,13.46983,
2020-04-20,MG,Alpercata,city,1,0,13,False,7424,3101805,13.46983,
2020-04-19,MG,Alpercata,city,1,0,12,False,7424,3101805,13.46983,
2020-04-18,MG,Alpercata,city,1,0,11,False,7424,3101805,13.46983,
2020-04-17,MG,Alpercata,city,1,0,10,False,7424,3101805,13.46983,
2020-04-16,MG,Alpercata,city,1,0,9,False,7424,3101805,13.46983,
2020-04-15,MG,Alpercata,city,1,0,8,False,7424,3101805,13.46983,
2020-04-14,MG,Alpercata,city,1,0,7,False,7424,3101805,13.46983,
2020-04-13,MG,Alpercata,city,1,0,6,False,7424,3101805,13.46983,
2020-04-12,MG,Alpercata,city,1,0,5,False,7424,3101805,13.46983,
2020-04-11,MG,Alpercata,city,1,0,4,False,7424,3101805,13.46983,
2020-04-10,MG,Alpercata,city,1,0,3,False,7424,3101805,13.46983,
2020-04-09,MG,Alpercata,city,1,0,2,False,7424,3101805,13.46983,
2020-04-08,MG,Alpercata,city,1,0,1,False,7424,3101805,13.46983,
2020-04-29,MG,Alterosa,city,1,0,1,True,14466,3102001,6.91276,
2020-04-29,MG,Além Paraíba,city,2,0,6,True,35362,3101508,5.65579,
2020-04-28,MG,Além Paraíba,city,3,0,5,False,35362,3101508,8.48368,
2020-04-27,MG,Além Paraíba,city,1,0,4,False,35362,3101508,2.82789,
2020-04-26,MG,Além Paraíba,city,1,0,3,False,35362,3101508,2.82789,
2020-04-25,MG,Além Paraíba,city,1,0,2,False,35362,3101508,2.82789,
2020-04-24,MG,Além Paraíba,city,1,0,1,False,35362,3101508,2.82789,
2020-04-29,MG,Araguari,city,7,1,29,True,117267,3103504,5.96928,0.1429
2020-04-28,MG,Araguari,city,7,1,28,False,117267,3103504,5.96928,0.1429
2020-04-27,MG,Araguari,city,7,1,27,False,117267,3103504,5.96928,0.1429
2020-04-26,MG,Araguari,city,7,0,26,False,117267,3103504,5.96928,
2020-04-25,MG,Araguari,city,7,0,25,False,117267,3103504,5.96928,
2020-04-24,MG,Araguari,city,7,0,24,False,117267,3103504,5.96928,
2020-04-23,MG,Araguari,city,7,0,23,False,117267,3103504,5.96928,
2020-04-22,MG,Araguari,city,7,0,22,False,117267,3103504,5.96928,
2020-04-21,MG,Araguari,city,7,0,21,False,117267,3103504,5.96928,
2020-04-20,MG,Araguari,city,7,0,20,False,117267,3103504,5.96928,
2020-04-19,MG,Araguari,city,7,0,19,False,117267,3103504,5.96928,
2020-04-18,MG,Araguari,city,7,0,18,False,117267,3103504,5.96928,
2020-04-17,MG,Araguari,city,7,0,17,False,117267,3103504,5.96928,
2020-04-16,MG,Araguari,city,7,0,16,False,117267,3103504,5.96928,
2020-04-15,MG,Araguari,city,7,0,15,False,117267,3103504,5.96928,
2020-04-14,MG,Araguari,city,7,0,14,False,117267,3103504,5.96928,
2020-04-13,MG,Araguari,city,7,0,13,False,117267,3103504,5.96928,
2020-04-12,MG,Araguari,city,7,0,12,False,117267,3103504,5.96928,
2020-04-11,MG,Araguari,city,5,0,11,False,117267,3103504,4.26377,
2020-04-10,MG,Araguari,city,2,0,10,False,117267,3103504,1.70551,
2020-04-09,MG,Araguari,city,2,0,9,False,117267,3103504,1.70551,
2020-04-08,MG,Araguari,city,2,0,8,False,117267,3103504,1.70551,
2020-04-07,MG,Araguari,city,2,0,7,False,117267,3103504,1.70551,
2020-04-06,MG,Araguari,city,2,0,6,False,117267,3103504,1.70551,
2020-04-05,MG,Araguari,city,2,0,5,False,117267,3103504,1.70551,
2020-04-04,MG,Araguari,city,1,0,4,False,117267,3103504,0.85275,
2020-04-03,MG,Araguari,city,1,0,3,False,117267,3103504,0.85275,
2020-04-02,MG,Araguari,city,1,0,2,False,117267,3103504,0.85275,
2020-04-01,MG,Araguari,city,1,0,1,False,117267,3103504,0.85275,
2020-04-29,MG,Araxá,city,3,1,16,True,106229,3104007,2.82409,0.3333
2020-04-28,MG,Araxá,city,3,1,15,False,106229,3104007,2.82409,0.3333
2020-04-27,MG,Araxá,city,3,1,14,False,106229,3104007,2.82409,0.3333
2020-04-26,MG,Araxá,city,3,1,13,False,106229,3104007,2.82409,0.3333
2020-04-25,MG,Araxá,city,3,0,12,False,106229,3104007,2.82409,
2020-04-24,MG,Araxá,city,3,0,11,False,106229,3104007,2.82409,
2020-04-23,MG,Araxá,city,3,0,10,False,106229,3104007,2.82409,
2020-04-22,MG,Araxá,city,3,0,9,False,106229,3104007,2.82409,
2020-04-21,MG,Araxá,city,3,0,8,False,106229,3104007,2.82409,
2020-04-20,MG,Araxá,city,3,0,7,False,106229,3104007,2.82409,
2020-04-19,MG,Araxá,city,3,0,6,False,106229,3104007,2.82409,
2020-04-18,MG,Araxá,city,2,0,5,False,106229,3104007,1.88273,
2020-04-17,MG,Araxá,city,2,0,4,False,106229,3104007,1.88273,
2020-04-16,MG,Araxá,city,2,0,3,False,106229,3104007,1.88273,
2020-04-15,MG,Araxá,city,2,0,2,False,106229,3104007,1.88273,
2020-04-14,MG,Araxá,city,1,0,1,False,106229,3104007,0.94136,
2020-04-29,MG,Arceburgo,city,1,0,11,True,10772,3104106,9.28333,
2020-04-28,MG,Arceburgo,city,1,0,10,False,10772,3104106,9.28333,
2020-04-27,MG,Arceburgo,city,1,0,9,False,10772,3104106,9.28333,
2020-04-26,MG,Arceburgo,city,1,0,8,False,10772,3104106,9.28333,
2020-04-25,MG,Arceburgo,city,1,0,7,False,10772,3104106,9.28333,
2020-04-24,MG,Arceburgo,city,1,0,6,False,10772,3104106,9.28333,
2020-04-23,MG,Arceburgo,city,1,0,5,False,10772,3104106,9.28333,
2020-04-22,MG,Arceburgo,city,1,0,4,False,10772,3104106,9.28333,
2020-04-21,MG,Arceburgo,city,1,0,3,False,10772,3104106,9.28333,
2020-04-20,MG,Arceburgo,city,1,0,2,False,10772,3104106,9.28333,
2020-04-19,MG,Arceburgo,city,1,0,1,False,10772,3104106,9.28333,
2020-04-29,MG,Arcos,city,7,0,28,True,40092,3104205,17.45984,
2020-04-28,MG,Arcos,city,7,0,27,False,40092,3104205,17.45984,
2020-04-27,MG,Arcos,city,7,0,26,False,40092,3104205,17.45984,
2020-04-26,MG,Arcos,city,7,0,25,False,40092,3104205,17.45984,
2020-04-25,MG,Arcos,city,7,0,24,False,40092,3104205,17.45984,
2020-04-24,MG,Arcos,city,7,0,23,False,40092,3104205,17.45984,
2020-04-23,MG,Arcos,city,7,0,22,False,40092,3104205,17.45984,
2020-04-22,MG,Arcos,city,7,0,21,False,40092,3104205,17.45984,
2020-04-21,MG,Arcos,city,7,0,20,False,40092,3104205,17.45984,
2020-04-20,MG,Arcos,city,7,0,19,False,40092,3104205,17.45984,
2020-04-19,MG,Arcos,city,7,0,18,False,40092,3104205,17.45984,
2020-04-18,MG,Arcos,city,7,0,17,False,40092,3104205,17.45984,
2020-04-17,MG,Arcos,city,7,0,16,False,40092,3104205,17.45984,
2020-04-16,MG,Arcos,city,5,0,15,False,40092,3104205,12.47132,
2020-04-15,MG,Arcos,city,5,0,14,False,40092,3104205,12.47132,
2020-04-14,MG,Arcos,city,4,0,13,False,40092,3104205,9.97705,
2020-04-13,MG,Arcos,city,4,0,12,False,40092,3104205,9.97705,
2020-04-12,MG,Arcos,city,4,0,11,False,40092,3104205,9.97705,
2020-04-11,MG,Arcos,city,2,0,10,False,40092,3104205,4.98853,
2020-04-10,MG,Arcos,city,2,0,9,False,40092,3104205,4.98853,
2020-04-09,MG,Arcos,city,2,0,8,False,40092,3104205,4.98853,
2020-04-08,MG,Arcos,city,2,0,7,False,40092,3104205,4.98853,
2020-04-07,MG,Arcos,city,2,0,6,False,40092,3104205,4.98853,
2020-04-06,MG,Arcos,city,1,0,5,False,40092,3104205,2.49426,
2020-04-05,MG,Arcos,city,1,0,4,False,40092,3104205,2.49426,
2020-04-04,MG,Arcos,city,1,0,3,False,40092,3104205,2.49426,
2020-04-03,MG,Arcos,city,1,0,2,False,40092,3104205,2.49426,
2020-04-02,MG,Arcos,city,1,0,1,False,40092,3104205,2.49426,
2020-04-29,MG,Barbacena,city,7,0,28,True,137313,3105608,5.09784,
2020-04-28,MG,Barbacena,city,5,0,27,False,137313,3105608,3.64132,
2020-04-27,MG,Barbacena,city,5,0,26,False,137313,3105608,3.64132,
2020-04-26,MG,Barbacena,city,5,0,25,False,137313,3105608,3.64132,
2020-04-25,MG,Barbacena,city,5,0,24,False,137313,3105608,3.64132,
2020-04-24,MG,Barbacena,city,4,0,23,False,137313,3105608,2.91305,
2020-04-23,MG,Barbacena,city,4,0,22,False,137313,3105608,2.91305,
2020-04-22,MG,Barbacena,city,4,0,21,False,137313,3105608,2.91305,
2020-04-21,MG,Barbacena,city,4,0,20,False,137313,3105608,2.91305,
2020-04-20,MG,Barbacena,city,3,0,19,False,137313,3105608,2.18479,
2020-04-19,MG,Barbacena,city,3,0,18,False,137313,3105608,2.18479,
2020-04-18,MG,Barbacena,city,3,0,17,False,137313,3105608,2.18479,
2020-04-17,MG,Barbacena,city,3,0,16,False,137313,3105608,2.18479,
2020-04-16,MG,Barbacena,city,2,0,15,False,137313,3105608,1.45653,
2020-04-15,MG,Barbacena,city,2,0,14,False,137313,3105608,1.45653,
2020-04-14,MG,Barbacena,city,2,0,13,False,137313,3105608,1.45653,
2020-04-13,MG,Barbacena,city,2,0,12,False,137313,3105608,1.45653,
2020-04-12,MG,Barbacena,city,2,0,11,False,137313,3105608,1.45653,
2020-04-11,MG,Barbacena,city,2,0,10,False,137313,3105608,1.45653,
2020-04-10,MG,Barbacena,city,1,0,9,False,137313,3105608,0.72826,
2020-04-09,MG,Barbacena,city,1,0,8,False,137313,3105608,0.72826,
2020-04-08,MG,Barbacena,city,1,0,7,False,137313,3105608,0.72826,
2020-04-07,MG,Barbacena,city,1,0,6,False,137313,3105608,0.72826,
2020-04-06,MG,Barbacena,city,1,0,5,False,137313,3105608,0.72826,
2020-04-05,MG,Barbacena,city,1,0,4,False,137313,3105608,0.72826,
2020-04-04,MG,Barbacena,city,1,0,3,False,137313,3105608,0.72826,
2020-04-03,MG,Barbacena,city,1,0,2,False,137313,3105608,0.72826,
2020-04-02,MG,Barbacena,city,1,0,1,False,137313,3105608,0.72826,
2020-04-29,MG,Belmiro Braga,city,1,1,15,True,3429,3106101,29.16302,1.0000
2020-04-28,MG,Belmiro Braga,city,1,1,14,False,3429,3106101,29.16302,1.0000
2020-04-27,MG,Belmiro Braga,city,1,1,13,False,3429,3106101,29.16302,1.0000
2020-04-26,MG,Belmiro Braga,city,1,1,12,False,3429,3106101,29.16302,1.0000
2020-04-25,MG,Belmiro Braga,city,1,1,11,False,3429,3106101,29.16302,1.0000
2020-04-24,MG,Belmiro Braga,city,1,1,10,False,3429,3106101,29.16302,1.0000
2020-04-23,MG,Belmiro Braga,city,1,1,9,False,3429,3106101,29.16302,1.0000
2020-04-22,MG,Belmiro Braga,city,1,1,8,False,3429,3106101,29.16302,1.0000
2020-04-21,MG,Belmiro Braga,city,1,1,7,False,3429,3106101,29.16302,1.0000
2020-04-20,MG,Belmiro Braga,city,1,1,6,False,3429,3106101,29.16302,1.0000
2020-04-19,MG,Belmiro Braga,city,1,1,5,False,3429,3106101,29.16302,1.0000
2020-04-18,MG,Belmiro Braga,city,1,1,4,False,3429,3106101,29.16302,1.0000
2020-04-17,MG,Belmiro Braga,city,1,1,3,False,3429,3106101,29.16302,1.0000
2020-04-16,MG,Belmiro Braga,city,1,1,2,False,3429,3106101,29.16302,1.0000
2020-04-15,MG,Belmiro Braga,city,1,0,1,False,3429,3106101,29.16302,
2020-04-29,MG,Belo Horizonte,city,577,16,44,True,2512070,3106200,22.96911,0.0277
2020-04-28,MG,Belo Horizonte,city,569,14,43,False,2512070,3106200,22.65064,0.0246
2020-04-27,MG,Belo Horizonte,city,559,11,42,False,2512070,3106200,22.25256,0.0197
2020-04-26,MG,Belo Horizonte,city,544,11,41,False,2512070,3106200,21.65545,0.0202
2020-04-25,MG,Belo Horizonte,city,528,11,40,False,2512070,3106200,21.01852,0.0208
2020-04-24,MG,Belo Horizonte,city,519,11,39,False,2512070,3106200,20.66025,0.0212
2020-04-23,MG,Belo Horizonte,city,491,9,38,False,2512070,3106200,19.54563,0.0183
2020-04-22,MG,Belo Horizonte,city,487,9,37,False,2512070,3106200,19.38640,0.0185
2020-04-21,MG,Belo Horizonte,city,467,8,36,False,2512070,3106200,18.59025,0.0171
2020-04-20,MG,Belo Horizonte,city,460,8,35,False,2512070,3106200,18.31159,0.0174
2020-04-19,MG,Belo Horizonte,city,448,8,34,False,2512070,3106200,17.83390,0.0179
2020-04-18,MG,Belo Horizonte,city,420,8,33,False,2512070,3106200,16.71928,0.0190
2020-04-17,MG,Belo Horizonte,city,406,8,32,False,2512070,3106200,16.16197,0.0197
2020-04-16,MG,Belo Horizonte,city,390,7,31,False,2512070,3106200,15.52505,0.0179
2020-04-15,MG,Belo Horizonte,city,380,6,30,False,2512070,3106200,15.12697,0.0158
2020-04-14,MG,Belo Horizonte,city,373,6,29,False,2512070,3106200,14.84831,0.0161
2020-04-13,MG,Belo Horizonte,city,357,6,28,False,2512070,3106200,14.21139,0.0168
2020-04-12,MG,Belo Horizonte,city,355,6,27,False,2512070,3106200,14.13177,0.0169
2020-04-11,MG,Belo Horizonte,city,338,6,26,False,2512070,3106200,13.45504,0.0178
2020-04-10,MG,Belo Horizonte,city,330,6,25,False,2512070,3106200,13.13658,0.0182
2020-04-09,MG,Belo Horizonte,city,310,6,24,False,2512070,3106200,12.34042,0.0194
2020-04-08,MG,Belo Horizonte,city,299,6,23,False,2512070,3106200,11.90253,0.0201
2020-04-07,MG,Belo Horizonte,city,275,5,22,False,2512070,3106200,10.94715,0.0182
2020-04-06,MG,Belo Horizonte,city,264,4,21,False,2512070,3106200,10.50926,0.0152
2020-04-05,MG,Belo Horizonte,city,262,3,20,False,2512070,3106200,10.42965,0.0115
2020-04-04,MG,Belo Horizonte,city,237,3,19,False,2512070,3106200,9.43445,0.0127
2020-04-03,MG,Belo Horizonte,city,225,3,18,False,2512070,3106200,8.95676,0.0133
2020-04-02,MG,Belo Horizonte,city,210,3,17,False,2512070,3106200,8.35964,0.0143
2020-04-01,MG,Belo Horizonte,city,188,2,16,False,2512070,3106200,7.48387,0.0106
2020-03-31,MG,Belo Horizonte,city,163,2,15,False,2512070,3106200,6.48867,0.0123
2020-03-30,MG,Belo Horizonte,city,163,1,14,False,2512070,3106200,6.48867,0.0061
2020-03-29,MG,Belo Horizonte,city,143,0,13,False,2512070,3106200,5.69252,
2020-03-28,MG,Belo Horizonte,city,129,0,12,False,2512070,3106200,5.13521,
2020-03-27,MG,Belo Horizonte,city,118,0,11,False,2512070,3106200,4.69732,
2020-03-26,MG,Belo Horizonte,city,96,0,10,False,2512070,3106200,3.82155,
2020-03-25,MG,Belo Horizonte,city,90,0,9,False,2512070,3106200,3.58270,
2020-03-24,MG,Belo Horizonte,city,87,0,8,False,2512070,3106200,3.46328,
2020-03-23,MG,Belo Horizonte,city,60,0,7,False,2512070,3106200,2.38847,
2020-03-21,MG,Belo Horizonte,city,30,0,6,False,2512070,3106200,1.19423,
2020-03-20,MG,Belo Horizonte,city,20,0,5,False,2512070,3106200,0.79616,
2020-03-19,MG,Belo Horizonte,city,18,0,4,False,2512070,3106200,0.71654,
2020-03-18,MG,Belo Horizonte,city,10,0,3,False,2512070,3106200,0.39808,
2020-03-17,MG,Belo Horizonte,city,5,0,2,False,2512070,3106200,0.19904,
2020-03-16,MG,Belo Horizonte,city,1,0,1,False,2512070,3106200,0.03981,
2020-04-29,MG,Belo Oriente,city,1,0,6,True,26700,3106309,3.74532,
2020-04-28,MG,Belo Oriente,city,1,0,5,False,26700,3106309,3.74532,
2020-04-27,MG,Belo Oriente,city,1,0,4,False,26700,3106309,3.74532,
2020-04-26,MG,Belo Oriente,city,1,0,3,False,26700,3106309,3.74532,
2020-04-25,MG,Belo Oriente,city,1,0,2,False,26700,3106309,3.74532,
2020-04-24,MG,Belo Oriente,city,1,0,1,False,26700,3106309,3.74532,
2020-04-29,MG,Belo Vale,city,1,1,6,True,7715,3106408,12.96176,1.0000
2020-04-28,MG,Belo Vale,city,1,1,5,False,7715,3106408,12.96176,1.0000
2020-04-27,MG,Belo Vale,city,1,1,4,False,7715,3106408,12.96176,1.0000
2020-04-26,MG,Belo Vale,city,1,1,3,False,7715,3106408,12.96176,1.0000
2020-04-25,MG,Belo Vale,city,1,1,2,False,7715,3106408,12.96176,1.0000
2020-04-24,MG,Belo Vale,city,1,0,1,False,7715,3106408,12.96176,
2020-04-29,MG,Betim,city,16,0,38,True,439340,3106705,3.64183,
2020-04-28,MG,Betim,city,12,0,37,False,439340,3106705,2.73137,
2020-04-27,MG,Betim,city,12,0,36,False,439340,3106705,2.73137,
2020-04-26,MG,Betim,city,13,0,35,False,439340,3106705,2.95898,
2020-04-25,MG,Betim,city,13,0,34,False,439340,3106705,2.95898,
2020-04-24,MG,Betim,city,12,0,33,False,439340,3106705,2.73137,
2020-04-23,MG,Betim,city,10,0,32,False,439340,3106705,2.27614,
2020-04-22,MG,Betim,city,10,0,31,False,439340,3106705,2.27614,
2020-04-21,MG,Betim,city,10,0,30,False,439340,3106705,2.27614,
2020-04-20,MG,Betim,city,10,0,29,False,439340,3106705,2.27614,
2020-04-19,MG,Betim,city,9,0,28,False,439340,3106705,2.04853,
2020-04-18,MG,Betim,city,9,0,27,False,439340,3106705,2.04853,
2020-04-17,MG,Betim,city,9,0,26,False,439340,3106705,2.04853,
2020-04-16,MG,Betim,city,9,0,25,False,439340,3106705,2.04853,
2020-04-15,MG,Betim,city,9,0,24,False,439340,3106705,2.04853,
2020-04-14,MG,Betim,city,9,0,23,False,439340,3106705,2.04853,
2020-04-13,MG,Betim,city,9,0,22,False,439340,3106705,2.04853,
2020-04-12,MG,Betim,city,9,0,21,False,439340,3106705,2.04853,
2020-04-11,MG,Betim,city,8,0,20,False,439340,3106705,1.82091,
2020-04-10,MG,Betim,city,6,0,19,False,439340,3106705,1.36568,
2020-04-09,MG,Betim,city,6,0,18,False,439340,3106705,1.36568,
2020-04-08,MG,Betim,city,6,0,17,False,439340,3106705,1.36568,
2020-04-07,MG,Betim,city,6,0,16,False,439340,3106705,1.36568,
